Référence Interne,Nom du produit,Prix vente conseillé €HT,Prix vente conseillé €HT,Prix vente €TTC,Prix achat revendeur €HT,Prix achat revendeur €TTC,Eco contribution
THE-006, Therabody PowerDot 2.0 (Duo),290.83,305.3715,366.4458,276.29,331.55,14.5415
THE-007, Therabody Wave Solo,65.83,69.1215,82.9458,62.54,75.05,3.2915
THE-008, Therabody Wave Duo,82.5,86.625,103.95,78.38,94.06,4.125
THE-009, Therabody RecoveryAir Prime (S),582.5,611.625,733.95,553.38,664.06,29.125
THE-010, Therabody RecoveryAir Prime (M),582.5,611.625,733.95,553.38,664.06,29.125
THE-011, Therabody RecoveryAir Prime (L),582.5,611.625,733.95,553.38,664.06,29.125
THE-012, Therabody RecoveryAir PRO (S),1082.5,1136.625,1363.95,1028.38,1234.06,54.125
THE-013, Therabody RecoveryAir PRO (M),1082.5,1136.625,1363.95,1028.38,1234.06,54.125
THE-014, Therabody RecoveryAir PRO (L),1082.5,1136.625,1363.95,1028.38,1234.06,54.125
THE-015, Therabody RecoveryAir JetBoots (S),749.17,786.6285,943.9542,711.71,854.05,37.4585
THE-016, Therabody RecoveryAir JetBoots (M),749.17,786.6285,943.9542,711.71,854.05,37.4585
THE-017, Therabody RecoveryAir JetBoots (L),749.17,786.6285,943.9542,711.71,854.05,37.4585
TIM-002, Timer 2.0,191.67,201.2535,241.5042,153.34,184.01,9.5835
TIM-003, Télécommande 2.0,16.67,17.5035,21.0042,13.34,16.01,0.8335
TIM-005, Trépied pour Timer,65.83,69.1215,82.9458,52.66,63.19,3.2915
TIM-012, Timer Home - Minuteur Portable Cross-Training,82.5,86.625,103.95,66,79.2,4.125
TIM-200, Mini Timer Portable - Wod,35,36.75,44.1,26.25,31.5,1.75
TIR-001, Poignée de Tirage - Métal,12.5,13.125,15.75,7.5,9,0.625
TIR-002, Triangle de Tirage,24.17,25.3785,30.4542,14.5,17.4,1.2085
TIR-003, Corde de Tirage Triceps,15,15.75,18.9,9,10.8,0.75
TIR-004, Barre de Tirage,23.2,24.36,29.232,13.92,16.7,1.16
TIR-005, Barre de Tirage Dorsale,49.17,51.6285,61.9542,29.5,35.4,2.4585
TIR-007, Double Poignée Rotative Biceps - Triceps,29.17,30.6285,36.7542,17.5,21,1.4585
TMG-001, Traverse Traction Multi Grip,159,166.95,200.34,127.2,152.64,7.95
TMG-002, Barre de traction Multi Grip,94,98.7,118.44,75.2,90.24,4.7
TRA-110-G," Barre Trapèze suspendue - 1m10 (Galvanisation Brut, Sans sangles)",35,36.75,44.1,24.5,29.4,1.75
TRA-110-G-Sangles," Barre Trapèze suspendue - 1m10 (Galvanisation Brut, Avec sangles)",50,52.5,63,35,42,2.5
TRA-110-N," Barre Trapèze suspendue - 1m10 (Noire Grain Moyen, Sans sangles)",35,36.75,44.1,24.5,29.4,1.75
TRA-110-N-Sangles," Barre Trapèze suspendue - 1m10 (Noire Grain Moyen, Avec sangles)",50,52.5,63,35,42,2.5
TRA-180-G," Barre Trapèze suspendue - 1m80 (Galvanisation Brut, Sans sangles)",55,57.75,69.3,38.5,46.2,2.75
TRA-180-G-Sangles," Barre Trapèze suspendue - 1m80 (Galvanisation Brut, Avec sangles)",80,84,100.8,56,67.2,4
TRA-180-N," Barre Trapèze suspendue - 1m80 (Noire Grain Moyen, Sans sangles)",55,57.75,69.3,38.5,46.2,2.75
TRA-180-N-Sangles," Barre Trapèze suspendue - 1m80 (Noire Grain Moyen, Avec sangles)",80,84,100.8,56,67.2,4
TTM-001-N, Barre de Traction Murale (Noire - Noire Grain Moyen),140.83,147.8715,177.4458,112.66,135.19,7.0415
TTM-002-G, Barre de Traction Murale (Galva - Brut Extérieure),155.83,163.6215,196.3458,124.66,149.59,7.7915
TTM-003-S, Barre de Traction Murale (Noire - SPEAL),140.83,147.8715,177.4458,112.66,135.19,7.0415
TTM-011-N, Extension Barre de Traction Murale (Noire - Noire Grain Moyen),91.67,96.2535,115.5042,73.34,88.01,4.5835
TTM-012-G, Extension Barre de Traction Murale (Galva - Brut Extérieure),101.67,106.7535,128.1042,81.34,97.61,5.0835
TTM-013-S, Extension Barre de Traction Murale (Noire - SPEAL),91.67,96.2535,115.5042,73.34,88.01,4.5835
VIS-002, Kit 6x(Tami + Bout fileté),12.5,13.125,15.75,10,12,0.625
VIS-003, Scellement chimique,16.58,17.409,20.8908,14.92,17.9,0.829
WBC-010, Wall Ball - Kids (1KG),33.33,34.9965,41.9958,23.33,28,1.6665
WBC-020, Wall Ball - Kids (2KG),37.5,39.375,47.25,26.25,31.5,1.875
WBC-040, Wall Ball - Compétition (4KG),58.33,61.2465,73.4958,40.83,49,2.9165
WBC-060, Wall Ball - Compétition (6KG),62.5,65.625,78.75,43.75,52.5,3.125
WBC-090, Wall Ball - Compétition (9KG),66.67,70.0035,84.0042,46.67,56,3.3335
WBC-120, Wall Ball - Compétition (12KG),75,78.75,94.5,52.5,63,3.75
WBC-150, Wall Ball - Compétition (15KG),83.33,87.4965,104.9958,58.33,70,4.1665
WBI-001, Wattbike Pro - Vélo d'entraînement,3250,3412.5,4095,3087.5,3705,162.5
WBW-040, Wall Ball - Wod (4KG),45.83,48.1215,57.7458,27.5,33,2.2915
WBW-060, Wall Ball - Wod (6KG),50,52.5,63,30,36,2.5
WBW-090, Wall Ball - Wod (9KG),58.33,61.2465,73.4958,35,42,2.9165
WBW-120, Wall Ball - Wod (12KG),66.67,70.0035,84.0042,40,48,3.3335
WOR-001, WORM 2/3 Places - Entrainement,166.67,175.0035,210.0042,83.34,100.01,8.3335
WOR-020, Worm 2p - Compétition (Vide),158,165.9,199.08,126.4,151.68,7.9
WOR-021, Worm 2p - Compétition (Kit complet),200,210,252,160,192,10
WOR-030, Worm 3p - Compétition (Vide),205,215.25,258.3,164,196.8,10.25
WOR-031, Worm 3p - Compétition (Kit complet),315,330.75,396.9,252,302.4,15.75
WOR-040, Worm 4p - Compétition (Vide),270,283.5,340.2,216,259.2,13.5
WOR-041, Worm 4p - Compétition (Kit complet),400,420,504,320,384,20
WRF-001, Wrap de Maintien Poignet - Tissu souple avec serrage (Noir),15,15.75,18.9,7.5,9,0.75
WRF-002, Wrap de Maintien Poignet - Tissu souple avec serrage (Rouge),15,15.75,18.9,7.5,9,0.75
WRF-004, Wrap de Maintien Poignet - Tissu souple avec serrage (Bleu),15,15.75,18.9,7.5,9,0.75
YOG-001, Brique de Yoga - Liège,8.33,8.7465,10.4958,5,6,0.4165
YOG-002, Brique de Yoga - Mousse,3.33,3.4965,4.1958,1.67,2,0.1665
YOG-060, Balle de Massage - Liège,4.17,4.3785,5.2542,2.09,2.51,0.2085
YOG-140, Tapis Confort,29.17,30.6285,36.7542,17.5,21,1.4585
YOG-180, Tapis de Yoga - Liège,20.83,21.8715,26.2458,12.5,15,1.0415
